,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,coco_label,category,supercategory
38060,381961,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38060,False,True,True,5091,24550,24602,5091,24550,24602,5091,24550,24602,5091,24550,24602,5091,24550,24602,5091,24550,24602,5091,24550,24602,5091,24550,24602,22,elephant,animal
38246,353175,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38246,False,True,True,10250,10513,21604,10250,10513,21604,10250,10513,21604,10250,10513,21604,10250,10513,21604,10250,10513,21604,10250,10513,21604,10250,10513,21604,22,elephant,animal
38278,120655,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38278,False,True,True,23525,23582,23875,23525,23582,23875,23525,23582,23875,23525,23582,23875,23525,23582,23875,23525,23582,23875,23525,23582,23875,23525,23582,23875,1,person,person
38297,382890,train2017,"(0, 0, 0.125, 0.125)",0.0,38297,False,True,True,11890,12064,12386,11890,12064,12386,11890,12064,12386,11890,12064,12386,11890,12064,12386,11890,12064,12386,11890,12064,12386,11890,12064,12386,6,bus,vehicle
38310,382951,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,38310,False,True,True,1209,4836,26538,1209,4836,26538,1209,4836,26538,1209,4836,26538,1209,4836,26538,1209,4836,26538,1209,4836,26538,1209,4836,26538,22,elephant,animal
38358,120987,train2017,"(0.16796875, 0.16796875, 0, 0)",0.0,38358,False,True,True,13633,14032,22361,13633,14032,22361,13633,14032,22361,13633,14032,22361,13633,14032,22361,13633,14032,22361,13633,14032,22361,13633,14032,22361,25,giraffe,animal
38483,383641,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38483,False,True,True,17546,25307,29778,17546,25307,29778,17546,25307,29778,17546,25307,29778,17546,25307,29778,17546,25307,29778,17546,25307,29778,17546,25307,29778,24,zebra,animal
38486,383652,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,38486,False,True,True,8649,8880,14729,8649,8880,14729,8649,8880,14729,8649,8880,14729,8649,8880,14729,8649,8880,14729,8649,8880,14729,8649,8880,14729,44,bottle,kitchen
38494,413472,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38494,False,True,True,1864,21054,21352,1864,21054,21352,1864,21054,21352,1864,21054,21352,1864,21054,21352,1864,21054,21352,1864,21054,21352,1864,21054,21352,1,person,person
38641,384235,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,38641,False,True,True,3641,13666,16397,3641,13666,16397,3641,13666,16397,3641,13666,16397,3641,13666,16397,3641,13666,16397,3641,13666,16397,3641,13666,16397,44,bottle,kitchen
38794,544738,train2017,"(0, 0, 0.165625, 0.165625)",0.0,38794,False,True,True,5414,16169,20915,5414,16169,20915,5414,16169,20915,5414,16169,20915,5414,16169,20915,5414,16169,20915,5414,16169,20915,5414,16169,20915,1,person,person
38817,122776,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,38817,False,True,True,520,1071,21532,520,1071,21532,520,1071,21532,520,1071,21532,520,1071,21532,520,1071,21532,520,1071,21532,520,1071,21532,7,train,vehicle
38829,122811,train2017,"(0, 0, 0.125, 0.125)",0.0,38829,False,True,True,3589,8896,12742,3589,8896,12742,3589,8896,12742,3589,8896,12742,3589,8896,12742,3589,8896,12742,3589,8896,12742,3589,8896,12742,7,train,vehicle
38853,282631,train2017,"(0, 0, 0.125, 0.125)",0.0,38853,False,True,True,4982,18558,18631,4982,18558,18631,4982,18558,18631,4982,18558,18631,4982,18558,18631,4982,18558,18631,4982,18558,18631,4982,18558,18631,6,bus,vehicle
38978,282707,train2017,"(0, 0, 0.05, 0.05)",0.0,38978,False,True,True,5067,7681,14962,5067,7681,14962,5067,7681,14962,5067,7681,14962,5067,7681,14962,5067,7681,14962,5067,7681,14962,5067,7681,14962,44,bottle,kitchen
39047,123692,train2017,"(0, 0, 0.16640625, 0.16640625)",0.1333333333333333,39047,False,True,True,29519,29709,29904,29519,29709,29904,29519,29709,29904,29519,29709,29904,29519,29709,29904,29519,29709,29904,29519,29709,29904,29519,29709,29904,1,person,person
39058,385864,train2017,"(0.125, 0.125, 0, 0)",0.0,39058,False,True,True,18794,24848,25028,18794,24848,25028,18794,24848,25028,18794,24848,25028,18794,24848,25028,18794,24848,25028,18794,24848,25028,18794,24848,25028,52,banana,food
39095,123891,train2017,"(0, 0, 0.125, 0.125)",0.0,39095,False,True,True,29121,29287,29492,29121,29287,29492,29121,29287,29492,29121,29287,29492,29121,29287,29492,29121,29287,29492,29121,29287,29492,29121,29287,29492,23,bear,animal
39289,124711,train2017,"(0, 0, 0.1265625, 0.1265625)",0.0,39289,False,True,True,10188,10220,10515,10188,10220,10515,10188,10220,10515,10188,10220,10515,10188,10220,10515,10188,10220,10515,10188,10220,10515,10188,10220,10515,47,cup,kitchen
39298,124747,train2017,"(0, 0, 0.125, 0.125)",0.0,39298,False,True,True,7267,26924,27005,7267,26924,27005,7267,26924,27005,7267,26924,27005,7267,26924,27005,7267,26924,27005,7267,26924,27005,7267,26924,27005,9,boat,vehicle
39369,125042,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,39369,False,True,True,3797,3865,3961,3797,3865,3961,3797,3865,3961,3797,3865,3961,3797,3865,3961,3797,3865,3961,3797,3865,3961,3797,3865,3961,65,bed,furniture
39402,387318,train2017,"(0, 0, 0.1265625, 0.1265625)",0.0,39402,False,True,True,7814,10238,10833,7814,10238,10833,7814,10238,10833,7814,10238,10833,7814,10238,10833,7814,10238,10833,7814,10238,10833,7814,10238,10833,47,cup,kitchen
39509,125586,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,39509,False,True,True,18051,23121,27190,18051,23121,27190,18051,23121,27190,18051,23121,27190,18051,23121,27190,18051,23121,27190,18051,23121,27190,18051,23121,27190,24,zebra,animal
39547,125703,train2017,"(0, 0.1796875, 0, 0)",0.0,39547,False,True,True,23089,27841,27987,23089,27841,27987,23089,27841,27987,23089,27841,27987,23089,27841,27987,23089,27841,27987,23089,27841,27987,23089,27841,27987,1,person,person
39553,125725,train2017,"(0, 0, 0.125, 0.125)",0.0,39553,False,True,True,18958,29537,29565,18958,29537,29565,18958,29537,29565,18958,29537,29565,18958,29537,29565,18958,29537,29565,18958,29537,29565,18958,29537,29565,1,person,person
39841,388980,train2017,"(0, 0.1921875, 0, 0)",0.0,39841,False,True,True,8876,20523,21011,8876,20523,21011,8876,20523,21011,8876,20523,21011,8876,20523,21011,8876,20523,21011,8876,20523,21011,8876,20523,21011,1,person,person
39997,389582,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,39997,False,True,True,7710,7739,22493,7710,7739,22493,7710,7739,22493,7710,7739,22493,7710,7739,22493,7710,7739,22493,7710,7739,22493,7710,7739,22493,24,zebra,animal
40153,390120,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,40153,False,True,True,5736,17584,28442,5736,17584,28442,5736,17584,28442,5736,17584,28442,5736,17584,28442,5736,17584,28442,5736,17584,28442,5736,17584,28442,1,person,person
40235,239828,train2017,"(0, 0.3328125, 0, 0)",0.0,40235,False,True,True,2859,20025,27660,2859,20025,27660,2859,20025,27660,2859,20025,27660,2859,20025,27660,2859,20025,27660,2859,20025,27660,2859,20025,27660,1,person,person
40423,129060,train2017,"(0, 0, 0.125, 0.125)",0.05,40423,False,True,True,2074,2384,2594,2074,2384,2594,2074,2384,2594,2074,2384,2594,2074,2384,2594,2074,2384,2594,2074,2384,2594,2074,2384,2594,1,person,person
40548,391678,train2017,"(0, 0, 0.125, 0.125)",0.0,40548,False,True,True,17074,17504,20482,17074,17504,20482,17074,17504,20482,17074,17504,20482,17074,17504,20482,17074,17504,20482,17074,17504,20482,17074,17504,20482,1,person,person
40575,391754,train2017,"(0, 0, 0.125, 0.125)",0.0,40575,False,True,True,306,3634,7702,306,3634,7702,306,3634,7702,306,3634,7702,306,3634,7702,306,3634,7702,306,3634,7702,306,3634,7702,1,person,person
40721,130181,train2017,"(0.165625, 0.165625, 0, 0)",0.0,40721,False,True,True,8686,13930,17631,8686,13930,17631,8686,13930,17631,8686,13930,17631,8686,13930,17631,8686,13930,17631,8686,13930,17631,8686,13930,17631,21,cow,animal
40770,392556,train2017,"(0, 0, 0.1390625, 0.1390625)",0.0,40770,False,True,True,6916,6988,7245,6916,6988,7245,6916,6988,7245,6916,6988,7245,6916,6988,7245,6916,6988,7245,6916,6988,7245,6916,6988,7245,21,cow,animal
40840,130681,train2017,"(0, 0, 0.125, 0.125)",0.0,40840,False,True,True,914,3375,11351,914,3375,11351,914,3375,11351,914,3375,11351,914,3375,11351,914,3375,11351,914,3375,11351,914,3375,11351,25,giraffe,animal
40846,392851,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,40846,False,True,True,6311,6446,6576,6311,6446,6576,6311,6446,6576,6311,6446,6576,6311,6446,6576,6311,6446,6576,6311,6446,6576,6311,6446,6576,3,car,vehicle
40909,196584,train2017,"(0, 0, 0.125, 0.125)",0.0,40909,False,True,True,15471,15781,22054,15471,15781,22054,15471,15781,22054,15471,15781,22054,15471,15781,22054,15471,15781,22054,15471,15781,22054,15471,15781,22054,22,elephant,animal
40920,371353,train2017,"(0, 0, 0.125, 0.125)",0.0,40920,False,True,True,22633,22657,22863,22633,22657,22863,22633,22657,22863,22633,22657,22863,22633,22657,22863,22633,22657,22863,22633,22657,22863,22633,22657,22863,54,sandwich,food
40924,130973,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,40924,False,True,True,2026,17382,20022,2026,17382,20022,2026,17382,20022,2026,17382,20022,2026,17382,20022,2026,17382,20022,2026,17382,20022,2026,17382,20022,5,airplane,vehicle
40935,131011,train2017,"(0, 0, 0.033, 0.033)",0.0,40935,False,True,True,12155,12303,19575,12155,12303,19575,12155,12303,19575,12155,12303,19575,12155,12303,19575,12155,12303,19575,12155,12303,19575,12155,12303,19575,47,cup,kitchen
40979,21826,train2017,"(0, 0, 0.125, 0.125)",0.0,40979,False,True,True,11019,13113,24989,11019,13113,24989,11019,13113,24989,11019,13113,24989,11019,13113,24989,11019,13113,24989,11019,13113,24989,11019,13113,24989,1,person,person
41056,131524,train2017,"(0.1671875, 0.1671875, 0, 0)",0.0,41056,False,True,True,4074,15681,23562,4074,15681,23562,4074,15681,23562,4074,15681,23562,4074,15681,23562,4074,15681,23562,4074,15681,23562,4074,15681,23562,85,clock,indoor
41097,284089,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,41097,False,True,True,5351,5374,13610,5351,5374,13610,5351,5374,13610,5351,5374,13610,5351,5374,13610,5351,5374,13610,5351,5374,13610,5351,5374,13610,16,bird,animal
41116,131763,train2017,"(0, 0, 0.125, 0.125)",0.0,41116,False,True,True,4281,4423,18951,4281,4423,18951,4281,4423,18951,4281,4423,18951,4281,4423,18951,4281,4423,18951,4281,4423,18951,4281,4423,18951,1,person,person
41137,394008,train2017,"(0.16796875, 0.16796875, 0, 0)",0.0,41137,False,True,True,8215,17419,21716,8215,17419,21716,8215,17419,21716,8215,17419,21716,8215,17419,21716,8215,17419,21716,8215,17419,21716,8215,17419,21716,85,clock,indoor
41162,131967,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,41162,False,True,True,19524,19655,19859,19524,19655,19859,19524,19655,19859,19524,19655,19859,19524,19655,19859,19524,19655,19859,19524,19655,19859,19524,19655,19859,1,person,person
41482,133281,train2017,"(0, 0, 0.165625, 0.165625)",0.0,41482,False,True,True,1305,13356,27338,1305,13356,27338,1305,13356,27338,1305,13356,27338,1305,13356,27338,1305,13356,27338,1305,13356,27338,1305,13356,27338,27,backpack,accessory
41566,395758,train2017,"(0, 0, 0.16640625, 0.16640625)",0.125,41566,False,True,True,7430,7701,19679,7430,7701,19679,7430,7701,19679,7430,7701,19679,7430,7701,19679,7430,7701,19679,7430,7701,19679,7430,7701,19679,62,chair,furniture
41574,395775,train2017,"(0, 0, 0.14375, 0.14375)",0.0,41574,False,True,True,25061,25296,25511,25061,25296,25511,25061,25296,25511,25061,25296,25511,25061,25296,25511,25061,25296,25511,25061,25296,25511,25061,25296,25511,31,handbag,accessory
41623,197068,train2017,"(0, 0, 0.12265625, 0.12265625)",0.0,41623,False,True,True,24360,24483,24782,24360,24483,24782,24360,24483,24782,24360,24483,24782,24360,24483,24782,24360,24483,24782,24360,24483,24782,24360,24483,24782,77,cell phone,electronic
41653,66014,train2017,"(0, 0, 0.125, 0.125)",0.0,41653,False,True,True,15393,17901,18027,15393,17901,18027,15393,17901,18027,15393,17901,18027,15393,17901,18027,15393,17901,18027,15393,17901,18027,15393,17901,18027,1,person,person
41710,134169,train2017,"(0, 0, 0.00625, 0.00625)",0.0,41710,False,True,True,15598,15926,19519,15598,15926,19519,15598,15926,19519,15598,15926,19519,15598,15926,19519,15598,15926,19519,15598,15926,19519,15598,15926,19519,1,person,person
41778,396550,train2017,"(0, 0, 0.125, 0.125)",0.0,41778,False,True,True,5248,5303,29959,5248,5303,29959,5248,5303,29959,5248,5303,29959,5248,5303,29959,5248,5303,29959,5248,5303,29959,5248,5303,29959,20,sheep,animal
41814,134562,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0588235294117647,41814,False,True,True,16012,16581,22399,16012,16581,22399,16012,16581,22399,16012,16581,22399,16012,16581,22399,16012,16581,22399,16012,16581,22399,16012,16581,22399,16,bird,animal
41927,135032,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,41927,False,True,True,9350,13161,15731,9350,13161,15731,9350,13161,15731,9350,13161,15731,9350,13161,15731,9350,13161,15731,9350,13161,15731,9350,13161,15731,15,bench,outdoor
41934,397192,train2017,"(0, 0, 0.1640625, 0.1640625)",0.0,41934,False,True,True,20274,20451,28070,20274,20451,28070,20274,20451,28070,20274,20451,28070,20274,20451,28070,20274,20451,28070,20274,20451,28070,20274,20451,28070,15,bench,outdoor
42007,135316,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,42007,False,True,True,3038,16237,16245,3038,16237,16245,3038,16237,16245,3038,16237,16245,3038,16237,16245,3038,16237,16245,3038,16237,16245,3038,16237,16245,5,airplane,vehicle
42126,22627,train2017,"(0.1265625, 0.1265625, 0, 0)",0.0,42126,False,True,True,3907,11484,25322,3907,11484,25322,3907,11484,25322,3907,11484,25322,3907,11484,25322,3907,11484,25322,3907,11484,25322,3907,11484,25322,17,cat,animal
42166,398083,train2017,"(0, 0.253125, 0, 0)",0.0,42166,False,True,True,19096,19160,19343,19096,19160,19343,19096,19160,19343,19096,19160,19343,19096,19160,19343,19096,19160,19343,19096,19160,19343,19096,19160,19343,1,person,person
42171,135965,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,42171,False,True,True,232,8330,13567,232,8330,13567,232,8330,13567,232,8330,13567,232,8330,13567,232,8330,13567,232,8330,13567,232,8330,13567,1,person,person
42214,136111,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,42214,False,True,True,9555,12222,13331,9555,12222,13331,9555,12222,13331,9555,12222,13331,9555,12222,13331,9555,12222,13331,9555,12222,13331,9555,12222,13331,52,banana,food
42224,136142,train2017,"(0, 0, 0.125, 0.125)",0.0384615384615384,42224,False,True,True,7841,7943,8066,7841,7943,8066,7841,7943,8066,7841,7943,8066,7841,7943,8066,7841,7943,8066,7841,7943,8066,7841,7943,8066,44,bottle,kitchen
42238,22696,train2017,"(0, 0, 0.125, 0.125)",0.1333333333333333,42238,False,True,True,24544,24801,24967,24544,24801,24967,24544,24801,24967,24544,24801,24967,24544,24801,24967,24544,24801,24967,24544,24801,24967,24544,24801,24967,1,person,person
42299,398540,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,42299,False,True,True,1462,1564,27126,1462,1564,27126,1462,1564,27126,1462,1564,27126,1462,1564,27126,1462,1564,27126,1462,1564,27126,1462,1564,27126,24,zebra,animal
42473,399162,train2017,"(0.125, 0.125, 0, 0)",0.0,42473,False,True,True,12376,22273,22295,12376,22273,22295,12376,22273,22295,12376,22273,22295,12376,22273,22295,12376,22273,22295,12376,22273,22295,12376,22273,22295,86,vase,indoor
42563,197656,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,42563,False,True,True,4835,5462,5942,4835,5462,5942,4835,5462,5942,4835,5462,5942,4835,5462,5942,4835,5462,5942,4835,5462,5942,4835,5462,5942,7,train,vehicle
42642,399835,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,42642,False,True,True,12869,12933,24561,12869,12933,24561,12869,12933,24561,12869,12933,24561,12869,12933,24561,12869,12933,24561,12869,12933,24561,12869,12933,24561,24,zebra,animal
42648,137706,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,42648,False,True,True,18592,28290,28364,18592,28290,28364,18592,28290,28364,18592,28290,28364,18592,28290,28364,18592,28290,28364,18592,28290,28364,18592,28290,28364,21,cow,animal
42697,399984,train2017,"(0, 0, 0.125, 0.125)",0.0,42697,False,True,True,18705,18843,18972,18705,18843,18972,18705,18843,18972,18705,18843,18972,18705,18843,18972,18705,18843,18972,18705,18843,18972,18705,18843,18972,23,bear,animal
42781,138153,train2017,"(0.06, 0.06, 0, 0)",0.0,42781,False,True,True,10730,11045,11086,10730,11045,11086,10730,11045,11086,10730,11045,11086,10730,11045,11086,10730,11045,11086,10730,11045,11086,10730,11045,11086,70,toilet,furniture
42851,400581,train2017,"(0, 0, 0.165625, 0.165625)",0.0,42851,False,True,True,901,1017,7721,901,1017,7721,901,1017,7721,901,1017,7721,901,1017,7721,901,1017,7721,901,1017,7721,901,1017,7721,28,umbrella,accessory
42912,229233,train2017,"(0, 0, 0.125, 0.125)",0.0,42912,False,True,True,10321,15958,19325,10321,15958,19325,10321,15958,19325,10321,15958,19325,10321,15958,19325,10321,15958,19325,10321,15958,19325,10321,15958,19325,1,person,person
42946,138785,train2017,"(0, 0, 0.165625, 0.165625)",0.1,42946,False,True,True,16772,16777,16857,16772,16777,16857,16772,16777,16857,16772,16777,16857,16772,16777,16857,16772,16777,16857,16772,16777,16857,16772,16777,16857,51,bowl,kitchen
42980,138904,train2017,"(0.12890625, 0.12890625, 0, 0)",0.0,42980,False,True,True,14968,14984,22457,14968,14984,22457,14968,14984,22457,14968,14984,22457,14968,14984,22457,14968,14984,22457,14968,14984,22457,14968,14984,22457,70,toilet,furniture
43107,139344,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,43107,False,True,True,14512,16732,24105,14512,16732,24105,14512,16732,24105,14512,16732,24105,14512,16732,24105,14512,16732,24105,14512,16732,24105,14512,16732,24105,3,car,vehicle
43156,139551,train2017,"(0, 0, 0.08671875, 0.08671875)",0.0,43156,False,True,True,22616,22720,23074,22616,22720,23074,22616,22720,23074,22616,22720,23074,22616,22720,23074,22616,22720,23074,22616,22720,23074,22616,22720,23074,1,person,person
43157,401699,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,43157,False,True,True,3798,15664,26711,3798,15664,26711,3798,15664,26711,3798,15664,26711,3798,15664,26711,3798,15664,26711,3798,15664,26711,3798,15664,26711,21,cow,animal
43159,139561,train2017,"(0, 0, 0.1234375, 0.1234375)",0.0,43159,False,True,True,11934,13059,17377,11934,13059,17377,11934,13059,17377,11934,13059,17377,11934,13059,17377,11934,13059,17377,11934,13059,17377,11934,13059,17377,19,horse,animal
43164,401720,train2017,"(0, 0.334375, 0, 0)",0.0,43164,False,True,True,14113,14147,14225,14113,14147,14225,14113,14147,14225,14113,14147,14225,14113,14147,14225,14113,14147,14225,14113,14147,14225,14113,14147,14225,1,person,person
43224,139815,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,43224,False,True,True,20016,20182,20337,20016,20182,20337,20016,20182,20337,20016,20182,20337,20016,20182,20337,20016,20182,20337,20016,20182,20337,20016,20182,20337,1,person,person
43250,402057,train2017,"(0, 0, 0.007, 0.007)",0.0,43250,False,True,True,17948,18530,29871,17948,18530,29871,17948,18530,29871,17948,18530,29871,17948,18530,29871,17948,18530,29871,17948,18530,29871,17948,18530,29871,54,sandwich,food
43288,402199,train2017,"(0, 0, 0.165625, 0.165625)",0.0,43288,False,True,True,21936,22545,22576,21936,22545,22576,21936,22545,22576,21936,22545,22576,21936,22545,22576,21936,22545,22576,21936,22545,22576,21936,22545,22576,87,scissors,indoor
43428,140590,train2017,"(0.125, 0.125, 0, 0)",0.0,43428,False,True,True,4180,4434,4560,4180,4434,4560,4180,4434,4560,4180,4434,4560,4180,4434,4560,4180,4434,4560,4180,4434,4560,4180,4434,4560,25,giraffe,animal
43429,198195,train2017,"(0, 0, 0.125, 0.125)",0.0,43429,False,True,True,29468,29676,29828,29468,29676,29828,29468,29676,29828,29468,29676,29828,29468,29676,29828,29468,29676,29828,29468,29676,29828,29468,29676,29828,1,person,person
43445,285588,train2017,"(0, 0.334375, 0, 0)",0.0,43445,False,True,True,5336,5552,14124,5336,5552,14124,5336,5552,14124,5336,5552,14124,5336,5552,14124,5336,5552,14124,5336,5552,14124,5336,5552,14124,1,person,person
43465,140724,train2017,"(0, 0.1890625, 0, 0)",0.0,43465,False,True,True,17286,21926,28368,17286,21926,28368,17286,21926,28368,17286,21926,28368,17286,21926,28368,17286,21926,28368,17286,21926,28368,17286,21926,28368,1,person,person
43500,154556,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,43500,False,True,True,19661,26610,28723,19661,26610,28723,19661,26610,28723,19661,26610,28723,19661,26610,28723,19661,26610,28723,19661,26610,28723,19661,26610,28723,22,elephant,animal
43619,403535,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,43619,False,True,True,7087,7246,7280,7087,7246,7280,7087,7246,7280,7087,7246,7280,7087,7246,7280,7087,7246,7280,7087,7246,7280,7087,7246,7280,22,elephant,animal
43675,403739,train2017,"(0, 0, 0.165625, 0.165625)",0.0,43675,False,True,True,14099,14329,14498,14099,14329,14498,14099,14329,14498,14099,14329,14498,14099,14329,14498,14099,14329,14498,14099,14329,14498,14099,14329,14498,21,cow,animal
43689,403789,train2017,"(0, 0, 0.0, 0.0)",0.0,43689,False,True,True,10891,10924,11101,10891,10924,11101,10891,10924,11101,10891,10924,11101,10891,10924,11101,10891,10924,11101,10891,10924,11101,10891,10924,11101,1,person,person
43746,404007,train2017,"(0.125, 0.125, 0, 0)",0.0,43746,False,True,True,11305,11331,23866,11305,11331,23866,11305,11331,23866,11305,11331,23866,11305,11331,23866,11305,11331,23866,11305,11331,23866,11305,11331,23866,25,giraffe,animal
43818,404282,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,43818,False,True,True,11557,11903,14991,11557,11903,14991,11557,11903,14991,11557,11903,14991,11557,11903,14991,11557,11903,14991,11557,11903,14991,11557,11903,14991,38,kite,sports
43820,504289,train2017,"(0.125, 0.125, 0, 0)",0.0,43820,False,True,True,9831,9852,19141,9831,9852,19141,9831,9852,19141,9831,9852,19141,9831,9852,19141,9831,9852,19141,9831,9852,19141,9831,9852,19141,19,horse,animal
43852,196777,train2017,"(0, 0, 0.125, 0.125)",0.0,43852,False,True,True,15105,15344,26084,15105,15344,26084,15105,15344,26084,15105,15344,26084,15105,15344,26084,15105,15344,26084,15105,15344,26084,15105,15344,26084,1,person,person
43950,404823,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,43950,False,True,True,7330,8130,17424,7330,8130,17424,7330,8130,17424,7330,8130,17424,7330,8130,17424,7330,8130,17424,7330,8130,17424,7330,8130,17424,1,person,person
43984,142803,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,43984,False,True,True,4924,14297,20651,4924,14297,20651,4924,14297,20651,4924,14297,20651,4924,14297,20651,4924,14297,20651,4924,14297,20651,4924,14297,20651,1,person,person
44052,405215,train2017,"(0.125, 0.125, 0, 0)",0.0,44052,False,True,True,9760,10466,15811,9760,10466,15811,9760,10466,15811,9760,10466,15811,9760,10466,15811,9760,10466,15811,9760,10466,15811,9760,10466,15811,20,sheep,animal
44097,143245,train2017,"(0.03125, 0.03125, 0, 0)",0.0,44097,False,True,True,3857,27143,27178,3857,27143,27178,3857,27143,27178,3857,27143,27178,3857,27143,27178,3857,27143,27178,3857,27143,27178,3857,27143,27178,22,elephant,animal
44107,405437,train2017,"(0, 0.334375, 0, 0)",0.0,44107,False,True,True,3217,23246,23597,3217,23246,23597,3217,23246,23597,3217,23246,23597,3217,23246,23597,3217,23246,23597,3217,23246,23597,3217,23246,23597,1,person,person
44138,388853,train2017,"(0, 0, 0.125, 0.125)",0.0,44138,False,True,True,13168,13878,29896,13168,13878,29896,13168,13878,29896,13168,13878,29896,13168,13878,29896,13168,13878,29896,13168,13878,29896,13168,13878,29896,52,banana,food
44144,143420,train2017,"(0, 0, 0.0, 0.0)",0.0,44144,False,True,True,13561,13654,13687,13561,13654,13687,13561,13654,13687,13561,13654,13687,13561,13654,13687,13561,13654,13687,13561,13654,13687,13561,13654,13687,59,pizza,food
44184,143594,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,44184,False,True,True,5125,29405,29450,5125,29405,29450,5125,29405,29450,5125,29405,29450,5125,29405,29450,5125,29405,29450,5125,29405,29450,5125,29405,29450,9,boat,vehicle
44324,406292,train2017,"(0, 0, 0.125, 0.125)",0.032258064516129,44324,False,True,True,20654,24118,24289,20654,24118,24289,20654,24118,24289,20654,24118,24289,20654,24118,24289,20654,24118,24289,20654,24118,24289,20654,24118,24289,1,person,person
44339,144193,train2017,"(0, 0.3328125, 0, 0)",0.0,44339,False,True,True,22660,22738,22820,22660,22738,22820,22660,22738,22820,22660,22738,22820,22660,22738,22820,22660,22738,22820,22660,22738,22820,22660,22738,22820,1,person,person
44369,406445,train2017,"(0, 0, 0.12734375, 0.12734375)",0.0,44369,False,True,True,8297,23845,27177,8297,23845,27177,8297,23845,27177,8297,23845,27177,8297,23845,27177,8297,23845,27177,8297,23845,27177,8297,23845,27177,1,person,person
44412,406595,train2017,"(0, 0, 0.165625, 0.165625)",0.0,44412,False,True,True,15143,26356,26812,15143,26356,26812,15143,26356,26812,15143,26356,26812,15143,26356,26812,15143,26356,26812,15143,26356,26812,15143,26356,26812,8,truck,vehicle
44705,407778,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,44705,False,True,True,4952,5007,5040,4952,5007,5040,4952,5007,5040,4952,5007,5040,4952,5007,5040,4952,5007,5040,4952,5007,5040,4952,5007,5040,1,person,person
44720,461187,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,44720,False,True,True,2509,2581,2664,2509,2581,2664,2509,2581,2664,2509,2581,2664,2509,2581,2664,2509,2581,2664,2509,2581,2664,2509,2581,2664,1,person,person
44729,24287,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,44729,False,True,True,23714,26851,27223,23714,26851,27223,23714,26851,27223,23714,26851,27223,23714,26851,27223,23714,26851,27223,23714,26851,27223,23714,26851,27223,25,giraffe,animal
44736,504888,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,44736,False,True,True,4407,27091,27514,4407,27091,27514,4407,27091,27514,4407,27091,27514,4407,27091,27514,4407,27091,27514,4407,27091,27514,4407,27091,27514,1,person,person
44844,146256,train2017,"(0, 0, 0.15859375, 0.15859375)",0.0,44844,False,True,True,1645,2014,13552,1645,2014,13552,1645,2014,13552,1645,2014,13552,1645,2014,13552,1645,2014,13552,1645,2014,13552,1645,2014,13552,1,person,person
